???????????2017/02/19 20:12:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ishikari ,,,,Wakkanai,,,,Aomori,,,,Sakata,,,,Toyama,,,,Matsumoto,,,,Kyoto,,,,Yonago,,,,Hamada,,,,Fukuoka,,,
,??,,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??,??
???,?????(cm),,?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm),?????(cm)
,,,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????,,??????,????,????
10/14/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/15/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/16/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/17/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/18/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/19/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/20/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/21/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/22/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/23/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/24/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/25/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/26/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/27/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/28/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/29/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/30/1995,,,0,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
10/31/1995,0,,4,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/1/1995,0,,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/2/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/3/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/4/1995,0,,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/5/1995,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/6/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/7/1995,0,,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/8/1995,4,,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1
11/9/1995,6,,8,1,0,0,8,1,2,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/10/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/11/1995,0,,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/12/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/13/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/14/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/15/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/16/1995,0,,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/17/1995,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/18/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/19/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/20/1995,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/21/1995,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/22/1995,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/23/1995,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/24/1995,0,,8,1,2,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,0,8,1
11/25/1995,0,,8,1,0,0,8,1,22,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/26/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/27/1995,0,,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/28/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/29/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
11/30/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/1/1995,0,,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1
12/2/1995,0,,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/3/1995,0,,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/4/1995,0,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/5/1995,0,,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1
12/6/1995,0,,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1
12/7/1995,0,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1
12/8/1995,0,,8,1,1,0,8,1,13,0,8,1,1,0,8,1,1,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1
12/9/1995,0,,8,1,3,0,8,1,19,0,8,1,0,0,8,1,4,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
12/10/1995,0,,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/11/1995,1,,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/12/1995,28,,8,1,3,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
12/13/1995,6,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/14/1995,7,,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/15/1995,9,,8,1,1,0,8,1,13,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/16/1995,24,,8,1,6,0,8,1,16,0,8,1,3,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
12/17/1995,20,,8,1,0,0,8,1,15,0,8,1,5,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/18/1995,2,,8,1,0,0,8,1,4,0,8,1,1,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/19/1995,3,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1
12/20/1995,2,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/21/1995,10,,8,1,4,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/22/1995,0,,8,1,7,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/23/1995,9,,8,1,20,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/24/1995,8,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,3,0,8,1,0,0,8,1,0,1,8,1,2,0,8,1,0,0,8,1,0,0,8,1
12/25/1995,2,,8,1,0,0,8,1,3,0,8,1,2,0,8,1,9,0,8,1,7,0,8,1,13,0,8,1,9,0,8,1,1,0,8,1,0,0,8,1
12/26/1995,9,,8,1,0,0,8,1,10,0,8,1,31,0,8,1,17,0,8,1,0,0,8,1,8,0,8,1,7,0,8,1,0,0,8,1,0,1,8,1
12/27/1995,6,,8,1,0,0,8,1,0,0,8,1,26,0,8,1,3,0,8,1,0,0,8,1,1,0,8,1,2,0,8,1,0,0,8,1,0,1,8,1
12/28/1995,1,,8,1,0,0,8,1,0,0,8,1,1,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1
12/29/1995,2,,8,1,0,0,8,1,1,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1
12/30/1995,3,,8,1,10,0,8,1,17,0,8,1,0,0,8,1,12,0,8,1,0,0,8,1,0,0,8,1,6,0,8,1,0,0,8,1,0,0,8,1
12/31/1995,8,,8,1,1,0,8,1,3,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
1/1/1996,16,,8,1,6,0,8,1,23,0,8,1,6,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
1/2/1996,3,,8,1,0,0,8,1,8,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/3/1996,1,,8,1,2,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
1/4/1996,3,,8,1,1,0,8,1,13,0,8,1,0,0,8,1,13,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
1/5/1996,4,,8,1,2,0,8,1,14,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/6/1996,14,,8,1,2,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/7/1996,8,,8,1,2,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/8/1996,18,,8,1,6,0,8,1,4,0,8,1,0,0,8,1,9,0,8,1,0,0,8,1,0,0,8,1,9,0,8,1,0,1,8,1,0,0,8,1
1/9/1996,38,,8,1,0,0,8,1,23,0,8,1,0,0,8,1,35,0,8,1,0,0,8,1,0,0,8,1,9,0,8,1,0,0,8,1,0,0,8,1
1/10/1996,9,,8,1,5,0,8,1,25,0,8,1,5,0,8,1,8,0,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
1/11/1996,5,,8,1,0,0,8,1,1,0,8,1,2,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,1,0,8,1,0,1,8,1,0,1,8,1
1/12/1996,6,,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/13/1996,1,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/14/1996,1,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/15/1996,3,,8,1,2,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/16/1996,9,,8,1,0,0,8,1,5,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1
1/17/1996,13,,8,1,5,0,8,1,14,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/18/1996,9,,8,1,0,0,8,1,21,0,8,1,6,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1
1/19/1996,8,,8,1,4,0,8,1,2,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/20/1996,6,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/21/1996,6,,8,1,2,0,8,1,3,0,8,1,1,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/22/1996,11,,8,1,6,0,8,1,7,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/23/1996,16,,8,1,4,0,8,1,7,0,8,1,0,0,8,1,2,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
1/24/1996,21,,8,1,1,0,8,1,9,0,8,1,3,0,8,1,5,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1
1/25/1996,22,,8,1,1,0,8,1,9,0,8,1,5,0,8,1,4,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1
1/26/1996,16,,8,1,0,0,8,1,13,0,8,1,3,0,8,1,7,0,8,1,0,0,8,1,0,0,8,1,10,0,8,1,1,0,8,1,0,1,8,1
1/27/1996,1,,8,1,0,0,8,1,2,0,8,1,1,0,8,1,1,0,8,1,0,1,8,1,0,0,8,1,2,0,8,1,0,0,8,1,0,1,8,1
1/28/1996,7,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
1/29/1996,4,,8,1,2,0,8,1,6,0,8,1,5,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
1/30/1996,12,,8,1,1,0,8,1,2,0,8,1,3,0,8,1,33,0,8,1,2,0,8,1,0,0,8,1,4,0,8,1,0,1,8,1,0,1,8,1
1/31/1996,15,,8,1,1,0,8,1,23,0,8,1,4,0,8,1,27,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1
2/1/1996,6,,8,1,1,0,8,1,9,0,8,1,2,0,8,1,45,0,8,1,0,0,8,1,0,1,8,1,4,0,8,1,0,0,8,1,0,0,8,1
2/2/1996,29,,8,1,1,0,8,1,14,0,8,1,11,0,8,1,29,0,8,1,1,0,8,1,1,0,8,1,15,0,8,1,3,0,8,1,0,0,8,1
2/3/1996,8,,8,1,1,0,8,1,17,0,8,1,7,0,8,1,19,0,8,1,0,1,8,1,0,0,8,1,4,0,8,1,0,0,8,1,0,1,8,1
2/4/1996,1,,8,1,1,0,8,1,16,0,8,1,3,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,0,8,1
2/5/1996,10,,8,1,1,0,8,1,0,0,8,1,9,0,8,1,1,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1
2/6/1996,20,,8,1,0,0,8,1,7,0,8,1,1,0,8,1,12,0,8,1,2,0,8,1,3,0,8,1,10,0,8,1,0,0,8,1,0,0,8,1
2/7/1996,7,,8,1,0,0,8,1,5,0,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
2/8/1996,3,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/9/1996,15,,8,1,0,0,8,1,27,0,8,1,9,0,8,1,10,0,8,1,15,0,8,1,0,0,8,1,0,0,8,1,1,0,8,1,0,0,8,1
2/10/1996,12,,8,1,2,0,8,1,15,0,8,1,6,0,8,1,6,0,8,1,2,0,8,1,11,0,8,1,21,0,8,1,12,0,8,1,0,0,8,1
2/11/1996,0,,8,1,0,0,8,1,3,0,8,1,0,0,8,1,5,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
2/12/1996,3,,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/13/1996,1,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/14/1996,1,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/15/1996,5,,8,1,0,0,8,1,1,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/16/1996,15,,8,1,0,0,8,1,29,0,8,1,1,0,8,1,3,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
2/17/1996,4,,8,1,5,0,8,1,35,0,8,1,0,0,8,1,3,0,8,1,9,0,8,1,3,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
2/18/1996,17,,8,1,6,0,8,1,6,0,8,1,2,0,8,1,8,0,8,1,21,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
2/19/1996,12,,8,1,4,0,8,1,22,0,8,1,3,0,8,1,6,0,8,1,0,0,8,1,0,0,8,1,1,0,8,1,0,1,8,1,0,1,8,1
2/20/1996,25,,8,1,4,0,8,1,26,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1
2/21/1996,13,,8,1,8,0,8,1,22,0,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1,10,0,8,1,0,0,8,1,0,0,8,1
2/22/1996,8,,8,1,4,0,8,1,21,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,8,0,8,1,0,1,8,1,0,1,8,1
2/23/1996,11,,8,1,3,0,8,1,24,0,8,1,1,0,8,1,3,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
2/24/1996,1,,8,1,0,0,8,1,3,0,8,1,3,0,8,1,3,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
2/25/1996,0,,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1,1,0,8,1,0,1,8,1,3,0,8,1,0,1,8,1,0,1,8,1
2/26/1996,1,,8,1,2,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,3,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
2/27/1996,1,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/28/1996,4,,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
2/29/1996,3,,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/1/1996,3,,8,1,3,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
3/2/1996,2,,8,1,0,0,8,1,4,0,8,1,8,0,8,1,3,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
3/3/1996,3,,8,1,0,0,8,1,6,0,8,1,2,0,8,1,5,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
3/4/1996,2,,8,1,0,0,8,1,3,0,8,1,8,0,8,1,3,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1
3/5/1996,5,,8,1,2,0,8,1,6,0,8,1,6,0,8,1,0,0,8,1,1,0,8,1,5,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
3/6/1996,11,,8,1,1,0,8,1,1,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/7/1996,3,,8,1,0,0,8,1,4,0,8,1,0,0,8,1,0,1,8,1,11,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/8/1996,0,,8,1,0,1,8,1,3,0,8,1,0,0,8,1,0,1,8,1,4,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/9/1996,3,,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1
3/10/1996,3,,8,1,0,1,8,1,1,0,8,1,2,0,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1
3/11/1996,3,,8,1,1,0,8,1,8,0,8,1,0,0,8,1,0,0,8,1,0,0,8,1,0,1,8,1,1,0,8,1,0,1,8,1,0,1,8,1
3/12/1996,3,,8,1,0,0,8,1,12,0,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,0,8,1,1,0,8,1,0,0,8,1,0,1,8,1
3/13/1996,6,,8,1,0,1,8,1,0,0,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/14/1996,1,,8,1,0,0,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/15/1996,0,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,5,0,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1
3/16/1996,1,,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
3/17/1996,6,,8,1,0,0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,0,1,8,1
